Name	GPValue	Weight	Type
Mitre of the Hierophant	18000	2	wondrous
Mitre of the Hierophant	18000	2	wondrous
Mnemonic Vestments	5000	1	wondrous
Monkey Belt	9400	1	wondrous
Monocle of the Investigator	66000	0	wondrous
Moon Circlet	20000	0	wondrous
Muleback Cords	1000	0.25	wondrous
Mummers Ruff	3500	0	wondrous
Naga-Scale Bindi	6600	0	wondrous
NECKLACE	0	0	wondrous
Necklace of Adaptation	9000	0	wondrous
Necklace of Fireballs (Type I)	1650	0	wondrous
Necklace of Fireballs (Type II)	2700	0	wondrous
Necklace of Fireballs (Type III)	4350	0	wondrous
Necklace of Fireballs (Type IV)	5400	0	wondrous
Necklace of Fireballs (Type V)	5850	0	wondrous
Necklace of Fireballs (Type VI)	8100	0	wondrous
Necklace of Fireballs (Type VII)	8700	0	wondrous
Necklace of Ki Serenity	16000	0	wondrous
Necklace of Netted Stars	42000	1	wondrous
Necromancers Athame	20000	2	wondrous
Needles of Fleshgraving	8000	1	wondrous
Nightdrops	250	0	wondrous
Nightmare Boots	8500	3	wondrous
Nightmare Horseshoes	9000	12	wondrous
Nobles Vigilant Pillbox	3600	0	wondrous
Oil of Silence	250	0	wondrous
Orb of Foul Abaddon	18000	1	wondrous
Orb of Golden Heaven	22000	1	wondrous
Orb of Pure Law	60000	1	wondrous
Orb of Storms	48000	6	wondrous
Orb of Utter Chaos	36000	1	wondrous
Origami Swarm	300	0	wondrous
Ornament of Healing Light	10000	1	wondrous
Otherworldly Kimono	67000	1	wondrous
Page of Spell Knowledge (Arcane, lvl 1)	1000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 2)	4000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 3)	9000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 4)	16000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 5)	25000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 6)	36000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 7)	49000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 8)	64000	0	wondrous
Page of Spell Knowledge (Arcane, lvl 9)	81000	0	wondrous
Page of Spell Knowledge (Divine, lvl 1)	1000	0	wondrous
Page of Spell Knowledge (Divine, lvl 2)	4000	0	wondrous
Page of Spell Knowledge (Divine, lvl 3)	9000	0	wondrous
Page of Spell Knowledge (Divine, lvl 4)	16000	0	wondrous
Page of Spell Knowledge (Divine, lvl 5)	25000	0	wondrous
Page of Spell Knowledge (Divine, lvl 6)	36000	0	wondrous
Page of Spell Knowledge (Divine, lvl 7)	49000	0	wondrous
Page of Spell Knowledge (Divine, lvl 8)	64000	0	wondrous
Page of Spell Knowledge (Divine, lvl 9)	81000	0	wondrous
Pauldrons of the Bull	10000	3	wondrous
Pauldrons of the Serpent	3000	3	wondrous
Pauldrons of the Watchful Lion	10800	3	wondrous
Pearl of Power (1st)	1000	0	wondrous
Pearl of Power (2nd)	4000	0	wondrous
Pearl of Power (3rd)	9000	0	wondrous
Pearl of Power (4th)	16000	0	wondrous
Pearl of Power (5th)	25000	0	wondrous
Pearl of Power (6th)	36000	0	wondrous
Pearl of Power (7th)	49000	0	wondrous
Pearl of Power (8th)	64000	0	wondrous
Pearl of Power (9th)	81000	0	wondrous
Pearl of Power (two spells)	70000	0	wondrous
Pearl of the Sirines	15300	0	wondrous
PERIAPT	0	0	wondrous
Periapt of Health	7500	0	wondrous
Periapt of proof against poison	27000	0	wondrous
Periapt of Protection From Curses	12000	0	wondrous
Periapt of Wisdom +10	1000000	0	wondrous
Periapt of Wisdom +12	1440000	0	wondrous
Periapt of Wisdom +2	4000	0	wondrous
Periapt of Wisdom +4	16000	0	wondrous
Periapt of Wisdom +6	36000	0	wondrous
Periapt of Wisdom +8	640000	0	wondrous
Periapt of Wound Closure	15000	0	wondrous
Philter of Love	3000	0	wondrous
Phylactery of Faithfulness	1000	0	wondrous
Phylactery of Negative Channeling	11000	0	wondrous
Phylactery of Positive Channeling	11000	0	wondrous
Phylactery of Undead Turning	11000	0	wondrous
Pipes of Dissolution	12000	3	wondrous
Pipes of Haunting	6000	3	wondrous
Pipes of Pain	12000	3	wondrous
Pipes of Sounding	1800	3	wondrous
Pipes of the Sewers	1150	3	wondrous
Pirates Eye Patch	2600	0	wondrous
Plague Mask	27000	2	wondrous
Plague Mask	27000	2	wondrous
Plague Rat Belt	5200	1	wondrous
Pliant Gloves	10000	0	wondrous
Poisoners Gloves	5000	0	wondrous
Poisoners Jacket (Greater)	58000	4	wondrous
Poisoners Jacket (Lesser)	12000	3	wondrous
Polymorphic Pouch	5000	1	wondrous
Portable Hole	20000	0	wondrous
Prayer Wheel of Ethical Strength (profane)	10000	3	wondrous
Prayer Wheel of Ethical Strength (sacred)	10000	3	wondrous
Preserving Flask (lvl 1)	1000	0	wondrous
Preserving Flask (lvl 2)	4000	0	wondrous
Preserving Flask (lvl 3)	9000	0	wondrous
Preserving Flask (lvl 4)	16000	0	wondrous
Preserving Flask (lvl 5)	25000	0	wondrous
Preserving Flask (lvl 6)	36000	0	wondrous
Prestidigitators Cloak	17200	1	wondrous
Prophets Pectoral	6000	1	wondrous
Pyxes of Redirected Focus	1000	0	wondrous
Quick Runners Shirt	1000	1	wondrous
Quickchange Cloak	1500	1	wondrous
Rainbow Lenses	21000	0	wondrous
Resplendent Robe of the Thespian	75000	1	wondrous
Resplendent Uniform Coat	7000	5	wondrous
Restless Lockpicks	8000	1	wondrous
Restorative Ointment	4000	0.5	wondrous
Righteous Fist Amulet	4000	0.5	wondrous
Ring Gates	40000	2	wondrous
ROBE	0	0	wondrous
Robe of Blending	30000	1	wondrous
Robe of Bones	2400	1	wondrous
Robe of Components	5000	1	wondrous
Robe of Eyes	120000	1	wondrous
Robe of Gates	64000	1	wondrous
Robe of Infinite Twine	1000	1	wondrous
Robe of Needles	1000	4	wondrous
Robe of Scintillating Colors	27000	1	wondrous
Robe of Stars	58000	1	wondrous
Robe of the Archmagi	75000	1	wondrous
Robe of Useful Items	7000	1	wondrous
Robe, Monk’s	13000	1	wondrous
Robes of Arcane Heritage	16000	1	wondrous
Rope of Climbing	3000	3	wondrous
Rope of Entanglement	21000	5	wondrous
Rope of knots	6000	5	wondrous
Salve of Slipperiness	1000	0	wondrous
Sandals of Quick Reaction	4000	1	wondrous
Sandals of the Lightest Step	5000	0.5	wondrous
Sash of Flowing Water	25000	1	wondrous
Sash of the War Champion	4000	1	wondrous
Scabbard of Honing	500	1	wondrous
Scabbard of Keen Edges	16000	1	wondrous
Scabbard of Stanching	5000	2	wondrous
Scabbard of Vigor	1800	3	wondrous
Scarab of Protection	38000	0	wondrous
Scarab, Golembane	2500	0	wondrous
School of Eyes	5000	0	wondrous
Sea Tyrants Patch	70000	0	wondrous
Seafoam Shawl	6000	1	wondrous
Security Belt	12500	1	wondrous
Seducers Bane	9900	0	wondrous
See Invisibility Sight	12000	1	wondrous
Seekers Sight	12000	1	wondrous
Seers Tea	550	0	wondrous
Serpent Belt	9000	1	wondrous
Shackles of Compliance	3280	2	wondrous
Shackles of Durance Vile	16200	2	wondrous
Shadow Falconers Glove	8000	1	wondrous
Shadowform Belt	110000	0	wondrous
Shawl of Life-keeping	1000	1	wondrous
Shawl of the Crone	16000	1	wondrous
Sheath of Bladestealth	5000	2	wondrous
Shield Cloak	1000	1	wondrous
Shifters Headband +6	39000	0	wondrous
Shifters Headband +6 (CHA)	39000	0	wondrous
Shifters Headband +6 (INT)	39000	0	wondrous
Shifters Headband +6 (WIS)	39000	0	wondrous
Shirt of Immolation	8000	1	wondrous
Shocking Robe	11000	1	wondrous
Shoes of the Firewalker	21000	1	wondrous
Shoes of the Lightning Leaper	10500	1	wondrous
Shroud of Disintegration	3300	10	wondrous
Shrouds of Disintegration	6600	10	wondrous
Silver Smite Bracelet	16000	1	wondrous
Silversheen	250	0	wondrous
Singing Bell of Striking (cold iron)	6000	3	wondrous
Singing Bell of Striking (silver)	6000	3	wondrous
Sipping Jacket	5000	5	wondrous
Slashing Cloak	20000	1	wondrous
Sleeves of Many Garments	200	1	wondrous
Slippers of Cloudwalking	4400	1	wondrous
Slippers of Spider Climbing	4800	0.5	wondrous
Slippers of the Triton	56000	1	wondrous
Smugglers Collapsible Robe	48000	1	wondrous
Snakeskin Tunic	8000	2	wondrous
Snapleaf	750	0	wondrous
Sniper Goggles	20000	1	wondrous
Sniper Goggles (Greater)	50000	0	wondrous
Sorcerers Robe	5000	1	wondrous
Soul Soap	200	2	wondrous
Soulbound Eye	30000	0	wondrous
Sovereign Glue	2400	0	wondrous
Spectacles of Understanding	3000	0	wondrous
Spectral Shroud	26000	0	wondrous
Spellguard Bracers	5000	1	wondrous
Spellstrike Gloves	8000	0	wondrous
Stalkers Mask	3500	1	wondrous
Stalkers Mask	3500	1	wondrous
Steadfast Gut-Stone	800	2	wondrous
Steel-mind Cap	33600	3	wondrous
Steel-mind Cap	33600	3	wondrous
Stole of Justice	18000	1	wondrous
Stone Cloak (Major)	20000	1	wondrous
Stone Cloak (Minor)	10000	1	wondrous
Stone Familiar	6000	2	wondrous
Stone Horse (Courser)	10000	0	wondrous
Stone Horse (Destrier)	14800	0	wondrous
Stone of Alarm	2700	2	wondrous
Stone of Alliance	5000	0	wondrous
Stone of Conjuring Earth Elementals	90000	5	wondrous
Stone of Controlling Earth Elementals	100000	5	wondrous
Stone of Good Luck (Luckstone)	20000	0	wondrous
Stone Salve	4000	0	wondrous
Stonemist Cloak	3500	1	wondrous
Stormlords Helm	35000	3	wondrous
Stormlords Helm	35000	3	wondrous
Stormlure	5400	0	wondrous
Strand of Prayer Beads (Greater)	95800	0	wondrous
Strand of Prayer Beads (Lesser)	9600	0	wondrous
Strand of Prayer Beads (Standard)	25800	0	wondrous
Stubborn Nail	100	0.5	wondrous
Summoning Shackle	5000	1	wondrous
Summon-Slave Crystal	10000	0	wondrous
Sustaining Spoon	5400	0	wondrous
Swarmbane Clasp	3000	0.5	wondrous
Swordmasters Blindfold	80000	0	wondrous
Symbol of Sanguine Protection	17500	1	wondrous
Talons of Leng	67000	1	wondrous
Tentacle Cloak	14000	1	wondrous
TOME	0	0	wondrous
Tome of Clear Thought +1	27500	5	wondrous
Tome of Clear Thought +2	55000	5	wondrous
Tome of Clear Thought +3	82500	5	wondrous
Tome of Clear Thought +4	110000	5	wondrous
Tome of Clear Thought +5	137500	5	wondrous
Tome of Leadership and Influence +1	27500	5	wondrous
Tome of Leadership and Influence +2	55000	5	wondrous
Tome of Leadership and Influence +3	82500	5	wondrous
Tome of Leadership and Influence +4	110000	5	wondrous
Tome of Leadership and Influence +5	137500	5	wondrous
Tome of Understanding +1	27500	5	wondrous
Tome of Understanding +2	55000	5	wondrous
Tome of Understanding +3	82500	5	wondrous
Tome of Understanding +4	110000	5	wondrous
Tome of Understanding +5	137500	5	wondrous
Torc of Lionheart Fury	8000	1	wondrous
Trapspringers Gloves	4000	1	wondrous
Travelers Any-Tool	250	2	wondrous
Treasure Hunters Goggles	6400	0	wondrous
Treasurers Seal	10000	1	wondrous
Treeform Cloak	6000	1	wondrous
Tremor Boots	10000	1	wondrous
Truesight Goggles	184800	0	wondrous
Tunic of Careful Casting	5000	1	wondrous
Tunic of Deadly Might	6000	2	wondrous
Unfettered Shirt	10000	0	wondrous
Unguent of Timelessness	150	0	wondrous
Universal Solvent	50	0	wondrous
Vambrace of the Genie (Djinni)	18900	3	wondrous
Vambrace of the Genie (Efreeti)	14400	3	wondrous
Vambrace of the Genie (Marid)	18900	3	wondrous
Vambrace of the Genie (Shaitan)	18900	3	wondrous
Vambraces of Defense	6000	3	wondrous
Vambraces of the Tactician	8000	3	wondrous
Vampiric Gloves	18000	1	wondrous
Veil of Fleeting Glances	9000	0	wondrous
Veil of Fleeting Glances	9000	0	wondrous
Veiled Eye	12000	0	wondrous
Verdant Boots	12000	2	wondrous
Verdant Vine	6000	0	wondrous
Vest of Escape	5200	0	wondrous
Vest of Stable Mutation	20000	2	wondrous
Vest of Surgery	3000	4	wondrous
Vest of the Cockroach	16000	2	wondrous
Vest of the Vengeful Tracker	6000	3	wondrous
Vestment, Druid’s	10000	0	wondrous
Void Dust	4500	0	wondrous
Void Pennant	14000	1	wondrous
Voidfrost Robes	11000	1	wondrous
Volatile Vaporizer (level 1)	2200	0	wondrous
Volatile Vaporizer (level 2)	3000	0	wondrous
Volatile Vaporizer (level 3)	3800	0	wondrous
War Paint of the Terrible Visage	100	0	wondrous
Wasp Nest of Swarming	1000	4	wondrous
Waters of Transfiguration	12500	1	wondrous
Well of Many Worlds	82000	0	wondrous
Werewhistle	8000	0	wondrous
Wind Fan	5500	0	wondrous
Wind-Caller Compass	4400	0	wondrous
Winged Boots	16000	1	wondrous
Wings of Flying	54000	2	wondrous
Wings of the Gargoyle	72000	3	wondrous
Winter Wolf Headband	32000	1	wondrous
Word Bottle	1500	1	wondrous
Wyvern Cloak	78600	1	wondrous
Xorn Robe	20000	1	wondrous
